Sale Key,City Key,Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items
148602,64758,0,94,2019-09-14,2019-09-15,8,45768,2,32.0,15,64.0,9.6,48.0,73.6,2,0
148850,104509,0,84,2019-09-14,2019-09-15,8,45843,2,32.0,15,64.0,9.6,48.0,73.6,2,0
149480,105700,0,92,2019-09-18,2019-09-19,8,46042,2,32.0,15,64.0,9.6,48.0,73.6,2,0
149560,38737,0,97,2019-09-19,2019-09-20,13,46069,2,32.0,15,64.0,9.6,48.0,73.6,2,0
150195,76309,0,101,2019-09-21,2019-09-22,6,46264,2,32.0,15,64.0,9.6,48.0,73.6,2,0
150516,50966,0,97,2019-09-23,2019-09-24,8,46361,2,32.0,15,64.0,9.6,48.0,73.6,2,0
152125,93348,0,96,2019-10-01,2019-10-06,8,46859,2,32.0,15,64.0,9.6,48.0,73.6,2,0
152861,81492,0,101,2019-10-06,2019-10-07,16,47090,2,32.0,15,64.0,9.6,48.0,73.6,2,0
153213,98140,0,89,2019-10-07,2019-10-08,13,47203,2,32.0,15,64.0,9.6,48.0,73.6,2,0
153362,98706,0,85,2019-10-08,2019-10-09,8,47247,2,32.0,15,64.0,9.6,48.0,73.6,2,0
154426,71135,0,102,2019-10-13,2019-10-14,6,47582,2,32.0,15,64.0,9.6,48.0,73.6,2,0
155674,48833,0,90,2019-10-19,2019-10-20,3,47964,2,32.0,15,64.0,9.6,48.0,73.6,2,0
156121,47757,0,88,2019-10-21,2019-10-22,3,48099,2,32.0,15,64.0,9.6,48.0,73.6,2,0
156430,82995,0,102,2019-10-23,2019-10-24,8,48195,2,32.0,15,64.0,9.6,48.0,73.6,2,0
156654,93803,0,92,2019-10-23,2019-10-24,7,48262,2,32.0,15,64.0,9.6,48.0,73.6,2,0
157176,96434,0,85,2019-10-25,2019-10-26,14,48419,2,32.0,15,64.0,9.6,48.0,73.6,2,0
157020,101670,0,90,2019-10-25,2019-10-27,8,48373,2,32.0,15,64.0,9.6,48.0,73.6,2,0
156978,104573,0,97,2019-10-25,2019-10-26,8,48361,2,32.0,15,64.0,9.6,48.0,73.6,2,0
157678,54596,0,98,2019-10-27,2019-10-31,16,48577,2,32.0,15,64.0,9.6,48.0,73.6,2,0
158027,99051,0,88,2019-10-30,2019-11-03,16,48685,2,32.0,15,64.0,9.6,48.0,73.6,2,0
158479,90565,0,85,2019-10-31,2019-11-05,6,48821,2,32.0,15,64.0,9.6,48.0,73.6,2,0
158434,91534,0,97,2019-10-31,2019-11-07,7,48808,2,32.0,15,64.0,9.6,48.0,73.6,2,0
158579,64723,0,94,2019-11-01,2019-11-02,8,48854,2,32.0,15,64.0,9.6,48.0,73.6,2,0
159216,69283,0,98,2019-11-03,2019-11-04,6,49043,2,32.0,15,64.0,9.6,48.0,73.6,2,0
159577,62350,0,101,2019-11-06,2019-11-07,8,49153,2,32.0,15,64.0,9.6,48.0,73.6,2,0
159532,83491,0,98,2019-11-06,2019-11-07,13,49139,2,32.0,15,64.0,9.6,48.0,73.6,2,0
159949,93348,0,94,2019-11-08,2019-11-09,8,49271,2,32.0,15,64.0,9.6,48.0,73.6,2,0
161168,48937,0,98,2019-11-15,2019-11-16,3,49666,2,32.0,15,64.0,9.6,48.0,73.6,2,0
161025,66573,0,102,2019-11-15,2019-11-16,8,49623,2,32.0,15,64.0,9.6,48.0,73.6,2,0
162105,38737,0,97,2019-11-20,2019-11-21,13,49946,2,32.0,15,64.0,9.6,48.0,73.6,2,0
162566,52592,0,100,2019-11-23,2019-11-24,16,50089,2,32.0,15,64.0,9.6,48.0,73.6,2,0
162882,84827,0,93,2019-11-24,2019-11-25,13,50186,2,32.0,15,64.0,9.6,48.0,73.6,2,0
162998,81188,0,85,2019-11-24,2019-11-25,15,50217,2,32.0,15,64.0,9.6,48.0,73.6,2,0
163125,110256,0,84,2019-11-25,2019-11-26,8,50256,2,32.0,15,64.0,9.6,48.0,73.6,2,0
163594,91707,0,100,2019-11-28,2019-11-29,13,50408,2,32.0,15,64.0,9.6,48.0,73.6,2,0
163876,113251,0,89,2019-11-29,2019-12-03,7,50499,2,32.0,15,64.0,9.6,48.0,73.6,2,0
164247,82121,0,93,2019-12-01,2019-12-06,13,50618,2,32.0,15,64.0,9.6,48.0,73.6,2,0
164304,112229,0,102,2019-12-01,2019-12-07,3,50636,2,32.0,15,64.0,9.6,48.0,73.6,2,0
164744,95253,0,85,2019-12-02,2019-12-03,6,50768,2,32.0,15,64.0,9.6,48.0,73.6,2,0
165248,101642,0,100,2019-12-06,2019-12-07,8,50924,2,32.0,15,64.0,9.6,48.0,73.6,2,0
165368,97570,0,96,2019-12-06,2019-12-07,6,50962,2,32.0,15,64.0,9.6,48.0,73.6,2,0
166273,80875,0,101,2019-12-09,2019-12-10,13,51241,2,32.0,15,64.0,9.6,48.0,73.6,2,0
166322,106062,0,86,2019-12-10,2019-12-11,6,51256,2,32.0,15,64.0,9.6,48.0,73.6,2,0
166749,81188,0,84,2019-12-13,2019-12-14,15,51389,2,32.0,15,64.0,9.6,48.0,73.6,2,0
166955,97147,0,98,2019-12-14,2019-12-15,6,51458,2,32.0,15,64.0,9.6,48.0,73.6,2,0
167600,104184,0,90,2019-12-16,2019-12-17,8,51661,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169039,92226,0,92,2019-12-22,2019-12-23,16,52105,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169248,76486,0,90,2019-12-22,2019-12-23,15,52171,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169539,55733,0,100,2019-12-25,2019-12-26,16,52259,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169568,106222,0,96,2019-12-25,2019-12-26,6,52267,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169734,86258,0,85,2019-12-25,2019-12-26,16,52317,2,32.0,15,64.0,9.6,48.0,73.6,2,0
169759,81188,0,93,2019-12-25,2019-12-26,15,52324,2,32.0,15,64.0,9.6,48.0,73.6,2,0
170013,82506,0,101,2019-12-26,2019-12-27,15,52395,2,32.0,15,64.0,9.6,48.0,73.6,2,0
170212,99051,0,101,2019-12-28,2019-12-29,16,52464,2,32.0,15,64.0,9.6,48.0,73.6,2,0
170781,81783,0,86,2020-01-01,2020-01-02,14,52640,2,32.0,15,64.0,9.6,48.0,73.6,2,0
171276,112381,0,92,2020-01-02,2020-01-03,3,52789,2,32.0,15,64.0,9.6,48.0,73.6,2,0
171449,69283,0,94,2020-01-03,2020-01-04,6,52842,2,32.0,15,64.0,9.6,48.0,73.6,2,0
171613,93242,0,94,2020-01-04,2020-01-05,8,52896,2,32.0,15,64.0,9.6,48.0,73.6,2,0
172146,106838,0,90,2020-01-08,2020-01-09,13,53057,2,32.0,15,64.0,9.6,48.0,73.6,2,0
172677,101362,0,85,2020-01-11,2020-01-12,8,53227,2,32.0,15,64.0,9.6,48.0,73.6,2,0
173257,67099,0,93,2020-01-15,2020-01-16,6,53408,2,32.0,15,64.0,9.6,48.0,73.6,2,0
173229,96703,0,89,2020-01-15,2020-01-16,6,53399,2,32.0,15,64.0,9.6,48.0,73.6,2,0
173869,94333,0,97,2020-01-18,2020-01-19,8,53597,2,32.0,15,64.0,9.6,48.0,73.6,2,0
174115,61710,0,101,2020-01-18,2020-01-19,8,53666,2,32.0,15,64.0,9.6,48.0,73.6,2,0
174209,100840,0,100,2020-01-19,2020-01-20,6,53697,2,32.0,15,64.0,9.6,48.0,73.6,2,0
174384,101245,0,100,2020-01-19,2020-01-20,8,53749,2,32.0,15,64.0,9.6,48.0,73.6,2,0
175105,95791,0,98,2020-01-24,2020-01-25,8,53979,2,32.0,15,64.0,9.6,48.0,73.6,2,0
175514,107383,0,93,2020-01-26,2020-01-27,8,54116,2,32.0,15,64.0,9.6,48.0,73.6,2,0
175759,102076,0,102,2020-01-27,2020-01-28,16,54192,2,32.0,15,64.0,9.6,48.0,73.6,2,0
199429,45064,0,88,2020-05-26,2020-05-27,15,61510,2,32.0,15,64.0,9.6,48.0,73.6,2,0
199467,107558,0,85,2020-05-27,2020-05-28,3,61526,2,32.0,15,64.0,9.6,48.0,73.6,2,0
199994,108770,0,97,2020-05-28,2020-05-30,3,61693,2,32.0,15,64.0,9.6,48.0,73.6,2,0
200327,69424,0,90,2020-05-29,2020-05-31,16,61796,2,32.0,15,64.0,9.6,48.0,73.6,2,0
200408,64758,0,89,2020-05-29,2020-06-02,8,61818,2,32.0,15,64.0,9.6,48.0,73.6,2,0
200535,103228,0,100,2020-05-30,2020-06-04,8,61860,2,32.0,15,64.0,9.6,48.0,73.6,2,0
200617,82178,0,88,2020-05-30,2020-06-02,13,61885,2,32.0,15,64.0,9.6,48.0,73.6,2,0
201137,86242,0,98,2020-06-03,2020-06-04,16,62045,2,32.0,15,64.0,9.6,48.0,73.6,2,0
201141,111992,0,89,2020-06-03,2020-06-04,3,62047,2,32.0,15,64.0,9.6,48.0,73.6,2,0
201809,101493,0,102,2020-06-06,2020-06-07,8,62254,2,32.0,15,64.0,9.6,48.0,73.6,2,0
201939,86242,0,98,2020-06-06,2020-06-07,16,62293,2,32.0,15,64.0,9.6,48.0,73.6,2,0
201945,62350,0,86,2020-06-06,2020-06-07,8,62295,2,32.0,15,64.0,9.6,48.0,73.6,2,0
202359,77447,0,89,2020-06-09,2020-06-10,15,62421,2,32.0,15,64.0,9.6,48.0,73.6,2,0
202228,55744,0,98,2020-06-09,2020-06-10,16,62381,2,32.0,15,64.0,9.6,48.0,73.6,2,0
202248,103228,0,84,2020-06-09,2020-06-10,8,62387,2,32.0,15,64.0,9.6,48.0,73.6,2,0
202991,38468,0,86,2020-06-12,2020-06-13,15,62622,2,32.0,15,64.0,9.6,48.0,73.6,2,0
203771,54379,0,84,2020-06-17,2020-06-18,8,62876,2,32.0,15,64.0,9.6,48.0,73.6,2,0
204636,94644,0,94,2020-06-21,2020-06-22,7,63140,2,32.0,15,64.0,9.6,48.0,73.6,2,0
205449,38704,0,100,2020-06-26,2020-06-27,13,63391,2,32.0,15,64.0,9.6,48.0,73.6,2,0
205475,80302,0,90,2020-06-26,2020-06-27,16,63400,2,32.0,15,64.0,9.6,48.0,73.6,2,0
205494,105949,0,85,2020-06-26,2020-06-27,7,63405,2,32.0,15,64.0,9.6,48.0,73.6,2,0
205809,49017,0,88,2020-06-28,2020-06-30,15,63509,2,32.0,15,64.0,9.6,48.0,73.6,2,0
206211,84888,0,92,2020-07-01,2020-07-07,13,63640,2,32.0,15,64.0,9.6,48.0,73.6,2,0
206608,106381,0,93,2020-07-04,2020-07-05,6,63771,2,32.0,15,64.0,9.6,48.0,73.6,2,0
206763,76309,0,90,2020-07-04,2020-07-05,6,63818,2,32.0,15,64.0,9.6,48.0,73.6,2,0
207510,95748,0,88,2020-07-09,2020-07-10,8,64053,2,32.0,15,64.0,9.6,48.0,73.6,2,0
207362,99051,0,94,2020-07-09,2020-07-10,16,64009,2,32.0,15,64.0,9.6,48.0,73.6,2,0
208005,90329,0,89,2020-07-11,2020-07-12,15,64210,2,32.0,15,64.0,9.6,48.0,73.6,2,0
208100,103153,0,92,2020-07-12,2020-07-13,8,64237,2,32.0,15,64.0,9.6,48.0,73.6,2,0
208635,72709,0,84,2020-07-16,2020-07-17,3,64412,2,32.0,15,64.0,9.6,48.0,73.6,2,0
209480,98140,0,92,2020-07-18,2020-07-19,13,64680,2,32.0,15,64.0,9.6,48.0,73.6,2,0
210668,62420,0,102,2020-07-25,2020-07-26,8,65059,2,32.0,15,64.0,9.6,48.0,73.6,2,0
210719,114058,0,96,2020-07-25,2020-07-26,7,65073,2,32.0,15,64.0,9.6,48.0,73.6,2,0
210998,101642,0,98,2020-07-27,2020-07-29,8,65162,2,32.0,15,64.0,9.6,48.0,73.6,2,0
211009,84656,0,88,2020-07-27,2020-07-29,13,65164,2,32.0,15,64.0,9.6,48.0,73.6,2,0
211240,100840,0,100,2020-07-29,2020-08-01,6,65237,2,32.0,15,64.0,9.6,48.0,73.6,2,0
211366,108137,0,100,2020-07-30,2020-08-03,3,65280,2,32.0,15,64.0,9.6,48.0,73.6,2,0
212385,50814,0,84,2020-08-06,2020-08-07,8,65597,2,32.0,15,64.0,9.6,48.0,73.6,2,0
212909,112381,0,85,2020-08-08,2020-08-09,3,65766,2,32.0,15,64.0,9.6,48.0,73.6,2,0
213638,109634,0,96,2020-08-13,2020-08-14,3,65989,2,32.0,15,64.0,9.6,48.0,73.6,2,0
214163,103780,0,93,2020-08-14,2020-08-15,16,66141,2,32.0,15,64.0,9.6,48.0,73.6,2,0
214788,54379,0,102,2020-08-17,2020-08-18,8,66329,2,32.0,15,64.0,9.6,48.0,73.6,2,0
214849,90622,0,96,2020-08-19,2020-08-20,6,66353,2,32.0,15,64.0,9.6,48.0,73.6,2,0
214943,112229,0,85,2020-08-19,2020-08-20,3,66382,2,32.0,15,64.0,9.6,48.0,73.6,2,0
215166,99026,0,86,2020-08-20,2020-08-21,16,66449,2,32.0,15,64.0,9.6,48.0,73.6,2,0
215274,102635,0,100,2020-08-20,2020-08-21,16,66482,2,32.0,15,64.0,9.6,48.0,73.6,2,0
215365,112063,0,88,2020-08-20,2020-08-21,3,66511,2,32.0,15,64.0,9.6,48.0,73.6,2,0
215604,72709,0,98,2020-08-21,2020-08-22,3,66589,2,32.0,15,64.0,9.6,48.0,73.6,2,0
215811,95253,0,88,2020-08-22,2020-08-23,6,66648,2,32.0,15,64.0,9.6,48.0,73.6,2,0
217066,102076,0,101,2020-08-29,2020-08-31,16,67046,2,32.0,15,64.0,9.6,48.0,73.6,2,0
217038,106020,0,102,2020-08-29,2020-09-01,6,67038,2,32.0,15,64.0,9.6,48.0,73.6,2,0
217259,108541,0,88,2020-08-30,2020-09-03,14,67107,2,32.0,15,64.0,9.6,48.0,73.6,2,0
219004,100763,0,93,2020-09-07,2020-09-08,6,67656,2,32.0,15,64.0,9.6,48.0,73.6,2,0
219346,71135,0,93,2020-09-09,2020-09-10,6,67759,2,32.0,15,64.0,9.6,48.0,73.6,2,0
219592,81481,0,101,2020-09-10,2020-09-11,16,67838,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220082,50966,0,93,2020-09-12,2020-09-13,8,67996,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220130,79969,0,88,2020-09-13,2020-09-14,8,68016,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220377,94644,0,89,2020-09-14,2020-09-15,7,68089,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220458,114847,0,90,2020-09-16,2020-09-17,8,68118,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220840,90948,0,92,2020-09-17,2020-09-18,15,68235,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220728,92197,0,86,2020-09-17,2020-09-18,16,68199,2,32.0,15,64.0,9.6,48.0,73.6,2,0
220874,92226,0,85,2020-09-17,2020-09-18,16,68243,2,32.0,15,64.0,9.6,48.0,73.6,2,0
221224,84827,0,100,2020-09-19,2020-09-20,13,68358,2,32.0,15,64.0,9.6,48.0,73.6,2,0
223010,78218,0,100,2020-09-27,2020-09-29,15,68896,2,32.0,15,64.0,9.6,48.0,73.6,2,0
223621,102959,0,101,2020-10-01,2020-10-05,8,69086,2,32.0,15,64.0,9.6,48.0,73.6,2,0
224181,109792,0,85,2020-10-03,2020-10-04,7,69260,2,32.0,15,64.0,9.6,48.0,73.6,2,0
223938,47499,0,96,2020-10-03,2020-10-04,7,69185,2,32.0,15,64.0,9.6,48.0,73.6,2,0
224690,114847,0,88,2020-10-05,2020-10-06,8,69413,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225213,47499,0,84,2020-10-09,2020-10-10,7,69573,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225233,107721,0,97,2020-10-09,2020-10-10,3,69578,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225310,107607,0,94,2020-10-09,2020-10-10,3,69598,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225519,106222,0,85,2020-10-10,2020-10-11,6,69665,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225814,105279,0,93,2020-10-11,2020-10-12,14,69754,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225914,95791,0,88,2020-10-11,2020-10-12,8,69779,2,32.0,15,64.0,9.6,48.0,73.6,2,0
225961,80871,0,100,2020-10-11,2020-10-12,13,69793,2,32.0,15,64.0,9.6,48.0,73.6,2,0
226150,103655,0,86,2020-10-12,2020-10-13,16,69851,2,32.0,15,64.0,9.6,48.0,73.6,2,0
226507,55567,0,93,2020-10-15,2020-10-16,16,69963,2,32.0,15,64.0,9.6,48.0,73.6,2,0
226615,38737,0,101,2020-10-16,2020-10-17,13,70001,2,32.0,15,64.0,9.6,48.0,73.6,2,0
227171,104322,0,100,2020-10-18,2020-10-19,16,70171,2,32.0,15,64.0,9.6,48.0,73.6,2,0
227695,101362,0,98,2020-10-20,2020-10-21,8,70336,2,32.0,15,64.0,9.6,48.0,73.6,2,0
75,50119,0,215,2017-05-23,2017-05-24,16,34,1,32.0,15,32.0,4.8,20.0,36.8,1,0
1013,68806,0,207,2017-05-29,2017-06-05,6,391,1,32.0,15,32.0,4.8,20.0,36.8,1,0
1074,68127,0,214,2017-05-29,2017-06-06,8,410,1,32.0,15,32.0,4.8,20.0,36.8,1,0
1394,62352,0,214,2017-05-31,2017-06-11,8,503,1,32.0,15,32.0,4.8,20.0,36.8,1,0
3215,53360,0,213,2017-06-10,2017-06-13,6,1042,1,32.0,15,32.0,4.8,20.0,36.8,1,0
4602,55567,0,206,2017-06-20,2017-06-23,16,1456,1,32.0,15,32.0,4.8,20.0,36.8,1,0
5352,50969,0,210,2017-06-23,2017-06-25,8,1671,1,32.0,15,32.0,4.8,20.0,36.8,1,0
5788,44806,0,216,2017-06-26,2017-07-01,13,1801,1,32.0,15,32.0,4.8,20.0,36.8,1,0
6367,63824,0,211,2017-06-30,2017-07-10,6,1967,1,32.0,15,32.0,4.8,20.0,36.8,1,0
6507,65501,0,216,2017-07-01,2017-07-11,6,2008,1,32.0,15,32.0,4.8,20.0,36.8,1,0
6986,61746,0,214,2017-07-05,2017-07-07,8,2151,1,32.0,15,32.0,4.8,20.0,36.8,1,0
7298,50969,0,210,2017-07-07,2017-07-10,8,2253,1,32.0,15,32.0,4.8,20.0,36.8,1,0
7417,56757,0,216,2017-07-08,2017-07-12,13,2286,1,32.0,15,32.0,4.8,20.0,36.8,1,0
7471,65982,0,215,2017-07-10,2017-07-13,7,2307,1,32.0,15,32.0,4.8,20.0,36.8,1,0
8296,55435,0,214,2017-07-15,2017-07-18,16,2552,1,32.0,15,32.0,4.8,20.0,36.8,1,0
8649,38199,0,214,2017-07-18,2017-07-22,16,2669,1,32.0,15,32.0,4.8,20.0,36.8,1,0
8886,50625,0,216,2017-07-20,2017-07-25,16,2740,1,32.0,15,32.0,4.8,20.0,36.8,1,0
9607,46026,0,207,2017-07-26,2017-07-30,8,2955,1,32.0,15,32.0,4.8,20.0,36.8,1,0
9584,55733,0,213,2017-07-26,2017-08-01,16,2947,1,32.0,15,32.0,4.8,20.0,36.8,1,0
9537,38468,0,208,2017-07-26,2017-07-30,15,2933,1,32.0,15,32.0,4.8,20.0,36.8,1,0
10698,59190,0,213,2017-07-31,2017-08-10,13,3284,1,32.0,15,32.0,4.8,20.0,36.8,1,0
11420,45064,0,207,2017-08-04,2017-08-06,15,3505,1,32.0,15,32.0,4.8,20.0,36.8,1,0
11635,71060,0,215,2017-08-05,2017-08-07,6,3572,1,32.0,15,32.0,4.8,20.0,36.8,1,0
12032,62352,0,216,2017-08-07,2017-08-10,8,3691,1,32.0,15,32.0,4.8,20.0,36.8,1,0
12055,46448,0,216,2017-08-07,2017-08-11,16,3697,1,32.0,15,32.0,4.8,20.0,36.8,1,0
12514,70113,0,210,2017-08-11,2017-08-16,16,3841,1,32.0,15,32.0,4.8,20.0,36.8,1,0
12962,73182,0,210,2017-08-12,2017-08-16,8,3973,1,32.0,15,32.0,4.8,20.0,36.8,1,0
13398,61901,0,209,2017-08-16,2017-08-19,8,4110,1,32.0,15,32.0,4.8,20.0,36.8,1,0
13952,60732,0,206,2017-08-18,2017-08-22,6,4274,1,32.0,15,32.0,4.8,20.0,36.8,1,0
15524,41568,0,209,2017-08-28,2017-09-04,3,4772,1,32.0,15,32.0,4.8,20.0,36.8,1,0
15697,42573,0,209,2017-08-30,2017-09-08,16,4826,1,32.0,15,32.0,4.8,20.0,36.8,1,0
16109,61474,0,213,2017-09-01,2017-09-05,14,4952,1,32.0,15,32.0,4.8,20.0,36.8,1,0
17383,73651,0,214,2017-09-09,2017-09-11,15,5355,1,32.0,15,32.0,4.8,20.0,36.8,1,0
18033,56563,0,210,2017-09-13,2017-09-15,7,5556,1,32.0,15,32.0,4.8,20.0,36.8,1,0
18152,64723,0,209,2017-09-13,2017-09-15,8,5591,1,32.0,15,32.0,4.8,20.0,36.8,1,0
19027,71742,0,211,2017-09-18,2017-09-21,7,5863,1,32.0,15,32.0,4.8,20.0,36.8,1,0
19179,60508,0,214,2017-09-20,2017-09-25,14,5908,1,32.0,15,32.0,4.8,20.0,36.8,1,0
19679,68739,0,213,2017-09-23,2017-09-27,6,6062,1,32.0,15,32.0,4.8,20.0,36.8,1,0
19595,68739,0,208,2017-09-23,2017-09-25,6,6040,1,32.0,15,32.0,4.8,20.0,36.8,1,0
22267,66573,0,214,2017-10-07,2017-10-08,8,6858,1,32.0,15,32.0,4.8,20.0,36.8,1,0
23083,64414,0,208,2017-10-12,2017-10-15,6,7106,1,32.0,15,32.0,4.8,20.0,36.8,1,0
24448,64141,0,210,2017-10-20,2017-10-25,8,7529,1,32.0,15,32.0,4.8,20.0,36.8,1,0
24611,54729,0,211,2017-10-21,2017-10-25,6,7578,1,32.0,15,32.0,4.8,20.0,36.8,1,0
24923,52278,0,211,2017-10-22,2017-10-25,13,7673,1,32.0,15,32.0,4.8,20.0,36.8,1,0
25890,38886,0,215,2017-10-27,2017-11-02,8,7973,1,32.0,15,32.0,4.8,20.0,36.8,1,0
26119,48762,0,213,2017-10-28,2017-11-05,3,8037,1,32.0,15,32.0,4.8,20.0,36.8,1,0
26531,64965,0,211,2017-10-29,2017-11-05,14,8165,1,32.0,15,32.0,4.8,20.0,36.8,1,0
26641,66266,0,207,2017-10-30,2017-11-08,8,8201,1,32.0,15,32.0,4.8,20.0,36.8,1,0
27476,38704,0,208,2017-11-05,2017-11-07,13,8470,1,32.0,15,32.0,4.8,20.0,36.8,1,0
28992,69644,0,206,2017-11-13,2017-11-18,15,8924,1,32.0,15,32.0,4.8,20.0,36.8,1,0
29759,59392,0,211,2017-11-18,2017-11-23,13,9164,1,32.0,15,32.0,4.8,20.0,36.8,1,0
30139,40971,0,211,2017-11-19,2017-11-23,3,9282,1,32.0,15,32.0,4.8,20.0,36.8,1,0
31226,60505,0,213,2017-11-26,2017-12-01,14,9620,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32361,44333,0,206,2017-12-02,2017-12-03,3,9974,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32529,41432,0,210,2017-12-03,2017-12-04,3,10030,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32753,52099,0,207,2017-12-03,2017-12-04,14,10096,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32673,81632,0,208,2017-12-03,2017-12-05,16,10073,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32708,64141,0,216,2017-12-03,2017-12-04,8,10083,1,32.0,15,32.0,4.8,20.0,36.8,1,0
32974,60696,0,207,2017-12-05,2017-12-06,14,10166,1,32.0,15,32.0,4.8,20.0,36.8,1,0
33197,47471,0,206,2017-12-07,2017-12-08,7,10235,1,32.0,15,32.0,4.8,20.0,36.8,1,0
33706,89925,0,211,2017-12-09,2017-12-10,3,10393,1,32.0,15,32.0,4.8,20.0,36.8,1,0
34095,68739,0,215,2017-12-10,2017-12-12,6,10507,1,32.0,15,32.0,4.8,20.0,36.8,1,0
34967,77975,0,207,2017-12-15,2017-12-16,13,10775,1,32.0,15,32.0,4.8,20.0,36.8,1,0
36238,91757,0,214,2017-12-22,2017-12-26,13,11182,1,32.0,15,32.0,4.8,20.0,36.8,1,0
36844,84344,0,215,2017-12-27,2017-12-30,8,11373,1,32.0,15,32.0,4.8,20.0,36.8,1,0
37049,86258,0,207,2017-12-27,2017-12-30,16,11428,1,32.0,15,32.0,4.8,20.0,36.8,1,0
37230,81342,0,211,2017-12-28,2018-01-01,15,11482,1,32.0,15,32.0,4.8,20.0,36.8,1,0
37989,43702,0,216,2018-01-03,2018-01-05,15,11729,1,32.0,15,32.0,4.8,20.0,36.8,1,0
39610,67264,0,207,2018-01-13,2018-01-14,6,12233,1,32.0,15,32.0,4.8,20.0,36.8,1,0
41218,84827,0,208,2018-01-25,2018-01-28,13,12739,1,32.0,15,32.0,4.8,20.0,36.8,1,0
41421,84036,0,216,2018-01-26,2018-01-31,16,12802,1,32.0,15,32.0,4.8,20.0,36.8,1,0
42572,41432,0,207,2018-02-01,2018-02-03,3,13156,1,32.0,15,32.0,4.8,20.0,36.8,1,0
43071,91757,0,211,2018-02-04,2018-02-05,13,13307,1,32.0,15,32.0,4.8,20.0,36.8,1,0
43196,85575,0,209,2018-02-05,2018-02-06,15,13344,1,32.0,15,32.0,4.8,20.0,36.8,1,0
43219,64565,0,208,2018-02-05,2018-02-06,6,13350,1,32.0,15,32.0,4.8,20.0,36.8,1,0
44020,38886,0,214,2018-02-09,2018-02-10,8,13591,1,32.0,15,32.0,4.8,20.0,36.8,1,0
43991,93242,0,207,2018-02-09,2018-02-10,8,13583,1,32.0,15,32.0,4.8,20.0,36.8,1,0
46665,69424,0,206,2018-02-26,2018-03-03,16,14400,1,32.0,15,32.0,4.8,20.0,36.8,1,0
46825,54596,0,214,2018-02-27,2018-03-04,16,14448,1,32.0,15,32.0,4.8,20.0,36.8,1,0
47122,41165,0,214,2018-03-02,2018-03-11,16,14541,1,32.0,15,32.0,4.8,20.0,36.8,1,0
48184,67024,0,210,2018-03-09,2018-03-11,6,14863,1,32.0,15,32.0,4.8,20.0,36.8,1,0
48499,55567,0,215,2018-03-10,2018-03-11,16,14960,1,32.0,15,32.0,4.8,20.0,36.8,1,0
49370,48937,0,211,2018-03-16,2018-03-19,3,15218,1,32.0,15,32.0,4.8,20.0,36.8,1,0
49736,85807,0,214,2018-03-18,2018-03-20,13,15329,1,32.0,15,32.0,4.8,20.0,36.8,1,0
50188,56014,0,214,2018-03-20,2018-03-21,15,15467,1,32.0,15,32.0,4.8,20.0,36.8,1,0
50260,64685,0,209,2018-03-20,2018-03-22,8,15489,1,32.0,15,32.0,4.8,20.0,36.8,1,0
50488,79969,0,215,2018-03-22,2018-03-24,8,15557,1,32.0,15,32.0,4.8,20.0,36.8,1,0
51094,82826,0,216,2018-03-22,2018-03-24,8,15747,1,32.0,15,32.0,4.8,20.0,36.8,1,0
51660,39003,0,215,2018-03-27,2018-03-31,8,15929,1,32.0,15,32.0,4.8,20.0,36.8,1,0
52459,61639,0,216,2018-03-31,2018-04-07,14,16161,1,32.0,15,32.0,4.8,20.0,36.8,1,0
52908,88124,0,215,2018-04-04,2018-04-05,13,16295,1,32.0,15,32.0,4.8,20.0,36.8,1,0
53469,90443,0,207,2018-04-06,2018-04-07,6,16465,1,32.0,15,32.0,4.8,20.0,36.8,1,0
54709,69283,0,208,2018-04-12,2018-04-15,6,16840,1,32.0,15,32.0,4.8,20.0,36.8,1,0
54588,70483,0,209,2018-04-12,2018-04-14,8,16802,1,32.0,15,32.0,4.8,20.0,36.8,1,0
