Date,Month,Month Number,Quarter,Year,ISO Week Number
2017-11-28,November,11,Q4,2017,48
2017-11-29,November,11,Q4,2017,48
2017-11-30,November,11,Q4,2017,48
2017-12-01,December,12,Q4,2017,48
2017-12-02,December,12,Q4,2017,48
2017-12-03,December,12,Q4,2017,48
2017-12-04,December,12,Q4,2017,49
2017-12-05,December,12,Q4,2017,49
2017-12-06,December,12,Q4,2017,49
2017-12-07,December,12,Q4,2017,49
2017-12-08,December,12,Q4,2017,49
2017-12-09,December,12,Q4,2017,49
2017-12-10,December,12,Q4,2017,49
2017-12-11,December,12,Q4,2017,50
2017-12-12,December,12,Q4,2017,50
2017-12-13,December,12,Q4,2017,50
2017-12-14,December,12,Q4,2017,50
2017-12-15,December,12,Q4,2017,50
2017-12-16,December,12,Q4,2017,50
2017-12-17,December,12,Q4,2017,50
2017-12-18,December,12,Q4,2017,51
2017-12-19,December,12,Q4,2017,51
2017-12-20,December,12,Q4,2017,51
2017-12-21,December,12,Q4,2017,51
2017-12-22,December,12,Q4,2017,51
2017-12-23,December,12,Q4,2017,51
2017-12-24,December,12,Q4,2017,51
2017-12-25,December,12,Q4,2017,52
2017-12-26,December,12,Q4,2017,52
2017-12-27,December,12,Q4,2017,52
2017-12-28,December,12,Q4,2017,52
2017-12-29,December,12,Q4,2017,52
2017-12-30,December,12,Q4,2017,52
2017-12-31,December,12,Q4,2017,52
2018-01-01,January,1,Q1,2018,1
2018-01-02,January,1,Q1,2018,1
2018-01-03,January,1,Q1,2018,1
2018-01-04,January,1,Q1,2018,1
2018-01-05,January,1,Q1,2018,1
2018-01-06,January,1,Q1,2018,1
2018-01-07,January,1,Q1,2018,1
2018-01-08,January,1,Q1,2018,2
2018-01-09,January,1,Q1,2018,2
2018-01-10,January,1,Q1,2018,2
2018-01-11,January,1,Q1,2018,2
2018-01-12,January,1,Q1,2018,2
2018-01-13,January,1,Q1,2018,2
2018-01-14,January,1,Q1,2018,2
2018-01-15,January,1,Q1,2018,3
2018-01-16,January,1,Q1,2018,3
2018-01-17,January,1,Q1,2018,3
2018-01-18,January,1,Q1,2018,3
2018-01-19,January,1,Q1,2018,3
2018-01-20,January,1,Q1,2018,3
2018-01-21,January,1,Q1,2018,3
2018-01-22,January,1,Q1,2018,4
2018-01-23,January,1,Q1,2018,4
2018-01-24,January,1,Q1,2018,4
2018-01-25,January,1,Q1,2018,4
2018-01-26,January,1,Q1,2018,4
2018-01-27,January,1,Q1,2018,4
2018-01-28,January,1,Q1,2018,4
2018-01-29,January,1,Q1,2018,5
2018-01-30,January,1,Q1,2018,5
2018-01-31,January,1,Q1,2018,5
2018-02-01,February,2,Q1,2018,5
2018-02-02,February,2,Q1,2018,5
2018-02-03,February,2,Q1,2018,5
2018-02-04,February,2,Q1,2018,5
2018-02-05,February,2,Q1,2018,6
2018-02-06,February,2,Q1,2018,6
2018-02-07,February,2,Q1,2018,6
2018-02-08,February,2,Q1,2018,6
2018-02-09,February,2,Q1,2018,6
2018-02-10,February,2,Q1,2018,6
2018-02-11,February,2,Q1,2018,6
2018-02-12,February,2,Q1,2018,7
2018-02-13,February,2,Q1,2018,7
2018-02-14,February,2,Q1,2018,7
2018-02-15,February,2,Q1,2018,7
2018-02-16,February,2,Q1,2018,7
2018-02-17,February,2,Q1,2018,7
2018-02-18,February,2,Q1,2018,7
2018-02-19,February,2,Q1,2018,8
2018-02-20,February,2,Q1,2018,8
2018-02-21,February,2,Q1,2018,8
2018-02-22,February,2,Q1,2018,8
2018-02-23,February,2,Q1,2018,8
2018-02-24,February,2,Q1,2018,8
2018-02-25,February,2,Q1,2018,8
2018-02-26,February,2,Q1,2018,9
2018-02-27,February,2,Q1,2018,9
2018-02-28,February,2,Q1,2018,9
2018-03-01,March,3,Q1,2018,9
2018-03-02,March,3,Q1,2018,9
2018-03-03,March,3,Q1,2018,9
2018-03-04,March,3,Q1,2018,9
2018-03-05,March,3,Q1,2018,10
2018-03-06,March,3,Q1,2018,10
2018-03-07,March,3,Q1,2018,10
2018-03-08,March,3,Q1,2018,10
2018-03-09,March,3,Q1,2018,10
2018-03-10,March,3,Q1,2018,10
2018-03-11,March,3,Q1,2018,10
2018-03-12,March,3,Q1,2018,11
2018-03-13,March,3,Q1,2018,11
2018-03-14,March,3,Q1,2018,11
2018-03-15,March,3,Q1,2018,11
2018-03-16,March,3,Q1,2018,11
2018-03-17,March,3,Q1,2018,11
2018-03-18,March,3,Q1,2018,11
2018-03-19,March,3,Q1,2018,12
2018-03-20,March,3,Q1,2018,12
2018-03-21,March,3,Q1,2018,12
2018-03-22,March,3,Q1,2018,12
2018-03-23,March,3,Q1,2018,12
2018-03-24,March,3,Q1,2018,12
2018-03-25,March,3,Q1,2018,12
2018-03-26,March,3,Q1,2018,13
2018-03-27,March,3,Q1,2018,13
2018-03-28,March,3,Q1,2018,13
2018-03-29,March,3,Q1,2018,13
2018-03-30,March,3,Q1,2018,13
2018-03-31,March,3,Q1,2018,13
2018-04-01,April,4,Q2,2018,13
2018-04-02,April,4,Q2,2018,14
2018-04-03,April,4,Q2,2018,14
2018-04-04,April,4,Q2,2018,14
2018-04-05,April,4,Q2,2018,14
2018-04-06,April,4,Q2,2018,14
2018-04-07,April,4,Q2,2018,14
2018-04-08,April,4,Q2,2018,14
2018-04-09,April,4,Q2,2018,15
2018-04-10,April,4,Q2,2018,15
2018-04-11,April,4,Q2,2018,15
2018-04-12,April,4,Q2,2018,15
2018-04-13,April,4,Q2,2018,15
2018-04-14,April,4,Q2,2018,15
2018-04-15,April,4,Q2,2018,15
2018-04-16,April,4,Q2,2018,16
2018-04-17,April,4,Q2,2018,16
2018-04-18,April,4,Q2,2018,16
2018-04-19,April,4,Q2,2018,16
2018-04-20,April,4,Q2,2018,16
2018-04-21,April,4,Q2,2018,16
2018-04-22,April,4,Q2,2018,16
2018-04-23,April,4,Q2,2018,17
2018-04-24,April,4,Q2,2018,17
2018-04-25,April,4,Q2,2018,17
2018-04-26,April,4,Q2,2018,17
2018-04-27,April,4,Q2,2018,17
2018-04-28,April,4,Q2,2018,17
2018-04-29,April,4,Q2,2018,17
2018-04-30,April,4,Q2,2018,18
2018-05-01,May,5,Q2,2018,18
2018-05-02,May,5,Q2,2018,18
2018-05-03,May,5,Q2,2018,18
2018-05-04,May,5,Q2,2018,18
2018-05-05,May,5,Q2,2018,18
2018-05-06,May,5,Q2,2018,18
2018-05-07,May,5,Q2,2018,19
2018-05-08,May,5,Q2,2018,19
2018-05-09,May,5,Q2,2018,19
2018-05-10,May,5,Q2,2018,19
2018-05-11,May,5,Q2,2018,19
2018-05-12,May,5,Q2,2018,19
2018-05-13,May,5,Q2,2018,19
2018-05-14,May,5,Q2,2018,20
2018-05-15,May,5,Q2,2018,20
2018-05-16,May,5,Q2,2018,20
2018-05-17,May,5,Q2,2018,20
2018-05-18,May,5,Q2,2018,20
2018-05-19,May,5,Q2,2018,20
2018-05-20,May,5,Q2,2018,20
2018-05-21,May,5,Q2,2018,21
2018-05-22,May,5,Q2,2018,21
2018-05-23,May,5,Q2,2018,21
2018-05-24,May,5,Q2,2018,21
2018-05-25,May,5,Q2,2018,21
2018-05-26,May,5,Q2,2018,21
2018-05-27,May,5,Q2,2018,21
2018-05-28,May,5,Q2,2018,22
2018-05-29,May,5,Q2,2018,22
2018-05-30,May,5,Q2,2018,22
2018-05-31,May,5,Q2,2018,22
2018-06-01,June,6,Q2,2018,22
2018-06-02,June,6,Q2,2018,22
2018-06-03,June,6,Q2,2018,22
2018-06-04,June,6,Q2,2018,23
2018-06-05,June,6,Q2,2018,23
2018-06-06,June,6,Q2,2018,23
2018-06-07,June,6,Q2,2018,23
2018-06-08,June,6,Q2,2018,23
2018-06-09,June,6,Q2,2018,23
2018-06-10,June,6,Q2,2018,23
2018-06-11,June,6,Q2,2018,24
2018-06-12,June,6,Q2,2018,24
2018-06-13,June,6,Q2,2018,24
2018-06-14,June,6,Q2,2018,24
2018-06-15,June,6,Q2,2018,24
2018-06-16,June,6,Q2,2018,24
2018-06-17,June,6,Q2,2018,24
2018-06-18,June,6,Q2,2018,25
2018-06-19,June,6,Q2,2018,25
2018-06-20,June,6,Q2,2018,25
2018-06-21,June,6,Q2,2018,25
2018-06-22,June,6,Q2,2018,25
2018-06-23,June,6,Q2,2018,25
2018-06-24,June,6,Q2,2018,25
2018-06-25,June,6,Q2,2018,26
2018-06-26,June,6,Q2,2018,26
2018-06-27,June,6,Q2,2018,26
2018-06-28,June,6,Q2,2018,26
2018-06-29,June,6,Q2,2018,26
2018-06-30,June,6,Q2,2018,26
2018-07-01,July,7,Q3,2018,26
2018-07-02,July,7,Q3,2018,27
2018-07-03,July,7,Q3,2018,27
2018-07-04,July,7,Q3,2018,27
2018-07-05,July,7,Q3,2018,27
2018-07-06,July,7,Q3,2018,27
2018-07-07,July,7,Q3,2018,27
2018-07-08,July,7,Q3,2018,27
2018-07-09,July,7,Q3,2018,28
2018-07-10,July,7,Q3,2018,28
2018-07-11,July,7,Q3,2018,28
2018-07-12,July,7,Q3,2018,28
2018-07-13,July,7,Q3,2018,28
2018-07-14,July,7,Q3,2018,28
2018-07-15,July,7,Q3,2018,28
2018-07-16,July,7,Q3,2018,29
2018-07-17,July,7,Q3,2018,29
2018-07-18,July,7,Q3,2018,29
2018-07-19,July,7,Q3,2018,29
2018-07-20,July,7,Q3,2018,29
2018-07-21,July,7,Q3,2018,29
2018-07-22,July,7,Q3,2018,29
2018-07-23,July,7,Q3,2018,30
2018-07-24,July,7,Q3,2018,30
2018-07-25,July,7,Q3,2018,30
2018-07-26,July,7,Q3,2018,30
2018-07-27,July,7,Q3,2018,30
2018-07-28,July,7,Q3,2018,30
2018-07-29,July,7,Q3,2018,30
2018-07-30,July,7,Q3,2018,31
2018-07-31,July,7,Q3,2018,31
2018-08-01,August,8,Q3,2018,31
2018-08-02,August,8,Q3,2018,31
2018-08-03,August,8,Q3,2018,31
2018-08-04,August,8,Q3,2018,31
2018-08-05,August,8,Q3,2018,31
2018-08-06,August,8,Q3,2018,32
2018-08-07,August,8,Q3,2018,32
2018-08-08,August,8,Q3,2018,32
2018-08-09,August,8,Q3,2018,32
2018-08-10,August,8,Q3,2018,32
2018-08-11,August,8,Q3,2018,32
2018-08-12,August,8,Q3,2018,32
2018-08-13,August,8,Q3,2018,33
2018-08-14,August,8,Q3,2018,33
2018-08-15,August,8,Q3,2018,33
2018-08-16,August,8,Q3,2018,33
2018-08-17,August,8,Q3,2018,33
2018-08-18,August,8,Q3,2018,33
2018-08-19,August,8,Q3,2018,33
2018-08-20,August,8,Q3,2018,34
2018-08-21,August,8,Q3,2018,34
2018-08-22,August,8,Q3,2018,34
2018-08-23,August,8,Q3,2018,34
2018-08-24,August,8,Q3,2018,34
2018-08-25,August,8,Q3,2018,34
2018-08-26,August,8,Q3,2018,34
2018-08-27,August,8,Q3,2018,35
2018-08-28,August,8,Q3,2018,35
2018-08-29,August,8,Q3,2018,35
2018-08-30,August,8,Q3,2018,35
2018-08-31,August,8,Q3,2018,35
2018-09-01,September,9,Q3,2018,35
2018-09-02,September,9,Q3,2018,35
2018-09-03,September,9,Q3,2018,36
2018-09-04,September,9,Q3,2018,36
2018-09-05,September,9,Q3,2018,36
2018-09-06,September,9,Q3,2018,36
2018-09-07,September,9,Q3,2018,36
2018-09-08,September,9,Q3,2018,36
2018-09-09,September,9,Q3,2018,36
2018-09-10,September,9,Q3,2018,37
2018-09-11,September,9,Q3,2018,37
2018-09-12,September,9,Q3,2018,37
2018-09-13,September,9,Q3,2018,37
2018-09-14,September,9,Q3,2018,37
2018-09-15,September,9,Q3,2018,37
2018-09-16,September,9,Q3,2018,37
2018-09-17,September,9,Q3,2018,38
2018-09-18,September,9,Q3,2018,38
2018-09-19,September,9,Q3,2018,38
2018-09-20,September,9,Q3,2018,38
2018-09-21,September,9,Q3,2018,38
2018-09-22,September,9,Q3,2018,38
2018-09-23,September,9,Q3,2018,38
2018-09-24,September,9,Q3,2018,39
2018-09-25,September,9,Q3,2018,39
2018-09-26,September,9,Q3,2018,39
2018-09-27,September,9,Q3,2018,39
2018-09-28,September,9,Q3,2018,39
2018-09-29,September,9,Q3,2018,39
2018-09-30,September,9,Q3,2018,39
2018-10-01,October,10,Q4,2018,40
2018-10-02,October,10,Q4,2018,40
2018-10-03,October,10,Q4,2018,40
2018-10-04,October,10,Q4,2018,40
2018-10-05,October,10,Q4,2018,40
2018-10-06,October,10,Q4,2018,40
2018-10-07,October,10,Q4,2018,40
2018-10-08,October,10,Q4,2018,41
2018-10-09,October,10,Q4,2018,41
2018-10-10,October,10,Q4,2018,41
2018-10-11,October,10,Q4,2018,41
2018-10-12,October,10,Q4,2018,41
2018-10-13,October,10,Q4,2018,41
2018-10-14,October,10,Q4,2018,41
2018-10-15,October,10,Q4,2018,42
2018-10-16,October,10,Q4,2018,42
2018-10-17,October,10,Q4,2018,42
2018-10-18,October,10,Q4,2018,42
2018-10-19,October,10,Q4,2018,42
2018-10-20,October,10,Q4,2018,42
2018-10-21,October,10,Q4,2018,42
2018-10-22,October,10,Q4,2018,43
2018-10-23,October,10,Q4,2018,43
2018-10-24,October,10,Q4,2018,43
2018-10-25,October,10,Q4,2018,43
2018-10-26,October,10,Q4,2018,43
2018-10-27,October,10,Q4,2018,43
2018-10-28,October,10,Q4,2018,43
2018-10-29,October,10,Q4,2018,44
2018-10-30,October,10,Q4,2018,44
2018-10-31,October,10,Q4,2018,44
2018-11-01,November,11,Q4,2018,44
2018-11-02,November,11,Q4,2018,44
2018-11-03,November,11,Q4,2018,44
2018-11-04,November,11,Q4,2018,44
2018-11-05,November,11,Q4,2018,45
2018-11-06,November,11,Q4,2018,45
2018-11-07,November,11,Q4,2018,45
2018-11-08,November,11,Q4,2018,45
2018-11-09,November,11,Q4,2018,45
2018-11-10,November,11,Q4,2018,45
2018-11-11,November,11,Q4,2018,45
2018-11-12,November,11,Q4,2018,46
2018-11-13,November,11,Q4,2018,46
2018-11-14,November,11,Q4,2018,46
2018-11-15,November,11,Q4,2018,46
2018-11-16,November,11,Q4,2018,46
2018-11-17,November,11,Q4,2018,46
2018-11-18,November,11,Q4,2018,46
2018-11-19,November,11,Q4,2018,47
2018-11-20,November,11,Q4,2018,47
2018-11-21,November,11,Q4,2018,47
2018-11-22,November,11,Q4,2018,47
2018-11-23,November,11,Q4,2018,47
2018-11-24,November,11,Q4,2018,47
2018-11-25,November,11,Q4,2018,47
2018-11-26,November,11,Q4,2018,48
2018-11-27,November,11,Q4,2018,48
2018-11-28,November,11,Q4,2018,48
2018-11-29,November,11,Q4,2018,48
2018-11-30,November,11,Q4,2018,48
2018-12-01,December,12,Q4,2018,48
2018-12-02,December,12,Q4,2018,48
2018-12-03,December,12,Q4,2018,49
2018-12-04,December,12,Q4,2018,49
2018-12-05,December,12,Q4,2018,49
2018-12-06,December,12,Q4,2018,49
2018-12-07,December,12,Q4,2018,49
2018-12-08,December,12,Q4,2018,49
2018-12-09,December,12,Q4,2018,49
2018-12-10,December,12,Q4,2018,50
2018-12-11,December,12,Q4,2018,50
2018-12-12,December,12,Q4,2018,50
2018-12-13,December,12,Q4,2018,50
2018-12-14,December,12,Q4,2018,50
2018-12-15,December,12,Q4,2018,50
2018-12-16,December,12,Q4,2018,50
2018-12-17,December,12,Q4,2018,51
2018-12-18,December,12,Q4,2018,51
2018-12-19,December,12,Q4,2018,51
2018-12-20,December,12,Q4,2018,51
2018-12-21,December,12,Q4,2018,51
2018-12-22,December,12,Q4,2018,51
2018-12-23,December,12,Q4,2018,51
2018-12-24,December,12,Q4,2018,52
2018-12-25,December,12,Q4,2018,52
2018-12-26,December,12,Q4,2018,52
2018-12-27,December,12,Q4,2018,52
2018-12-28,December,12,Q4,2018,52
2018-12-29,December,12,Q4,2018,52
2018-12-30,December,12,Q4,2018,52
2018-12-31,December,12,Q4,2018,1
2019-01-01,January,1,Q1,2019,1
2019-01-02,January,1,Q1,2019,1
2019-01-03,January,1,Q1,2019,1
2019-01-04,January,1,Q1,2019,1
2019-01-05,January,1,Q1,2019,1
2019-01-06,January,1,Q1,2019,1
2019-01-07,January,1,Q1,2019,2
2019-01-08,January,1,Q1,2019,2
2019-01-09,January,1,Q1,2019,2
2019-01-10,January,1,Q1,2019,2
2019-01-11,January,1,Q1,2019,2
2019-01-12,January,1,Q1,2019,2
2019-01-13,January,1,Q1,2019,2
2019-01-14,January,1,Q1,2019,3
2019-01-15,January,1,Q1,2019,3
2019-01-16,January,1,Q1,2019,3
2019-01-17,January,1,Q1,2019,3
2019-01-18,January,1,Q1,2019,3
2019-01-19,January,1,Q1,2019,3
2019-01-20,January,1,Q1,2019,3
2019-01-21,January,1,Q1,2019,4
2019-01-22,January,1,Q1,2019,4
2019-01-23,January,1,Q1,2019,4
2019-01-24,January,1,Q1,2019,4
2019-01-25,January,1,Q1,2019,4
2019-01-26,January,1,Q1,2019,4
2019-01-27,January,1,Q1,2019,4
2019-01-28,January,1,Q1,2019,5
2019-01-29,January,1,Q1,2019,5
2019-01-30,January,1,Q1,2019,5
2019-01-31,January,1,Q1,2019,5
2019-02-01,February,2,Q1,2019,5
2019-02-02,February,2,Q1,2019,5
2019-02-03,February,2,Q1,2019,5
2019-02-04,February,2,Q1,2019,6
2019-02-05,February,2,Q1,2019,6
2019-02-06,February,2,Q1,2019,6
2019-02-07,February,2,Q1,2019,6
2019-02-08,February,2,Q1,2019,6
2019-02-09,February,2,Q1,2019,6
2019-02-10,February,2,Q1,2019,6
2019-02-11,February,2,Q1,2019,7
2019-02-12,February,2,Q1,2019,7
2019-02-13,February,2,Q1,2019,7
2019-02-14,February,2,Q1,2019,7
2019-02-15,February,2,Q1,2019,7
2019-02-16,February,2,Q1,2019,7
2019-02-17,February,2,Q1,2019,7
2019-02-18,February,2,Q1,2019,8
2019-02-19,February,2,Q1,2019,8
2019-02-20,February,2,Q1,2019,8
2019-02-21,February,2,Q1,2019,8
2019-02-22,February,2,Q1,2019,8
2019-02-23,February,2,Q1,2019,8
2019-02-24,February,2,Q1,2019,8
2019-02-25,February,2,Q1,2019,9
2019-02-26,February,2,Q1,2019,9
2019-02-27,February,2,Q1,2019,9
2019-02-28,February,2,Q1,2019,9
2019-03-01,March,3,Q1,2019,9
2019-03-02,March,3,Q1,2019,9
2019-03-03,March,3,Q1,2019,9
2019-03-04,March,3,Q1,2019,10
2019-03-05,March,3,Q1,2019,10
2019-03-06,March,3,Q1,2019,10
2019-03-07,March,3,Q1,2019,10
2019-03-08,March,3,Q1,2019,10
2019-03-09,March,3,Q1,2019,10
2019-03-10,March,3,Q1,2019,10
2019-03-11,March,3,Q1,2019,11
2019-03-12,March,3,Q1,2019,11
2019-03-13,March,3,Q1,2019,11
2019-03-14,March,3,Q1,2019,11
2019-03-15,March,3,Q1,2019,11
2019-03-16,March,3,Q1,2019,11
2019-03-17,March,3,Q1,2019,11
2019-03-18,March,3,Q1,2019,12
2019-03-19,March,3,Q1,2019,12
2019-03-20,March,3,Q1,2019,12
2019-03-21,March,3,Q1,2019,12
2019-03-22,March,3,Q1,2019,12
2019-03-23,March,3,Q1,2019,12
2019-03-24,March,3,Q1,2019,12
2019-03-25,March,3,Q1,2019,13
2019-03-26,March,3,Q1,2019,13
2019-03-27,March,3,Q1,2019,13
2019-03-28,March,3,Q1,2019,13
2019-03-29,March,3,Q1,2019,13
2019-03-30,March,3,Q1,2019,13
2019-03-31,March,3,Q1,2019,13
2019-04-01,April,4,Q2,2019,14
2019-04-02,April,4,Q2,2019,14
2019-04-03,April,4,Q2,2019,14
2019-04-04,April,4,Q2,2019,14
2019-04-05,April,4,Q2,2019,14
2019-04-06,April,4,Q2,2019,14
2019-04-07,April,4,Q2,2019,14
2019-04-08,April,4,Q2,2019,15
2019-04-09,April,4,Q2,2019,15
2019-04-10,April,4,Q2,2019,15
2019-04-11,April,4,Q2,2019,15
2019-04-12,April,4,Q2,2019,15
2019-04-13,April,4,Q2,2019,15
2019-04-14,April,4,Q2,2019,15
2019-04-15,April,4,Q2,2019,16
2019-04-16,April,4,Q2,2019,16
2019-04-17,April,4,Q2,2019,16
2019-04-18,April,4,Q2,2019,16
2019-04-19,April,4,Q2,2019,16
2019-04-20,April,4,Q2,2019,16
2019-04-21,April,4,Q2,2019,16
2019-04-22,April,4,Q2,2019,17
2019-04-23,April,4,Q2,2019,17
2019-04-24,April,4,Q2,2019,17
2019-04-25,April,4,Q2,2019,17
2019-04-26,April,4,Q2,2019,17
2019-04-27,April,4,Q2,2019,17
2019-04-28,April,4,Q2,2019,17
2019-04-29,April,4,Q2,2019,18
2019-04-30,April,4,Q2,2019,18
2019-05-01,May,5,Q2,2019,18
2019-05-02,May,5,Q2,2019,18
2019-05-03,May,5,Q2,2019,18
2019-05-04,May,5,Q2,2019,18
2019-05-05,May,5,Q2,2019,18
2019-05-06,May,5,Q2,2019,19
2019-05-07,May,5,Q2,2019,19
2019-05-08,May,5,Q2,2019,19
2019-05-09,May,5,Q2,2019,19
2019-05-10,May,5,Q2,2019,19
2019-05-11,May,5,Q2,2019,19
2019-05-12,May,5,Q2,2019,19
2019-05-13,May,5,Q2,2019,20
2019-05-14,May,5,Q2,2019,20
2019-05-15,May,5,Q2,2019,20
2019-05-16,May,5,Q2,2019,20
2019-05-17,May,5,Q2,2019,20
2019-05-18,May,5,Q2,2019,20
2019-05-19,May,5,Q2,2019,20
2019-05-20,May,5,Q2,2019,21
2019-05-21,May,5,Q2,2019,21
2019-05-22,May,5,Q2,2019,21
2019-05-23,May,5,Q2,2019,21
2019-05-24,May,5,Q2,2019,21
2019-05-25,May,5,Q2,2019,21
2019-05-26,May,5,Q2,2019,21
2019-05-27,May,5,Q2,2019,22
2019-05-28,May,5,Q2,2019,22
2019-05-29,May,5,Q2,2019,22
2019-05-30,May,5,Q2,2019,22
2019-05-31,May,5,Q2,2019,22
2019-06-01,June,6,Q2,2019,22
2019-06-02,June,6,Q2,2019,22
2019-06-03,June,6,Q2,2019,23
2019-06-04,June,6,Q2,2019,23
2019-06-05,June,6,Q2,2019,23
2019-06-06,June,6,Q2,2019,23
2019-06-07,June,6,Q2,2019,23
2019-06-08,June,6,Q2,2019,23
2019-06-09,June,6,Q2,2019,23
2019-06-10,June,6,Q2,2019,24
2019-06-11,June,6,Q2,2019,24
2019-06-12,June,6,Q2,2019,24
2019-06-13,June,6,Q2,2019,24
2019-06-14,June,6,Q2,2019,24
2019-06-15,June,6,Q2,2019,24
2019-06-16,June,6,Q2,2019,24
2019-06-17,June,6,Q2,2019,25
2019-06-18,June,6,Q2,2019,25
2019-06-19,June,6,Q2,2019,25
2019-06-20,June,6,Q2,2019,25
2019-06-21,June,6,Q2,2019,25
2019-06-22,June,6,Q2,2019,25
2019-06-23,June,6,Q2,2019,25
2019-06-24,June,6,Q2,2019,26
2019-06-25,June,6,Q2,2019,26
2019-06-26,June,6,Q2,2019,26
2019-06-27,June,6,Q2,2019,26
2019-06-28,June,6,Q2,2019,26
2019-06-29,June,6,Q2,2019,26
2019-06-30,June,6,Q2,2019,26
2019-07-01,July,7,Q3,2019,27
2019-07-02,July,7,Q3,2019,27
2019-07-03,July,7,Q3,2019,27
2019-07-04,July,7,Q3,2019,27
2019-07-05,July,7,Q3,2019,27
2019-07-06,July,7,Q3,2019,27
2019-07-07,July,7,Q3,2019,27
2019-07-08,July,7,Q3,2019,28
2019-07-09,July,7,Q3,2019,28
2019-07-10,July,7,Q3,2019,28
2019-07-11,July,7,Q3,2019,28
2019-07-12,July,7,Q3,2019,28
2019-07-13,July,7,Q3,2019,28
2019-07-14,July,7,Q3,2019,28
2019-07-15,July,7,Q3,2019,29
2019-07-16,July,7,Q3,2019,29
2019-07-17,July,7,Q3,2019,29
2019-07-18,July,7,Q3,2019,29
2019-07-19,July,7,Q3,2019,29
2019-07-20,July,7,Q3,2019,29
2019-07-21,July,7,Q3,2019,29
2019-07-22,July,7,Q3,2019,30
2019-07-23,July,7,Q3,2019,30
2019-07-24,July,7,Q3,2019,30
2019-07-25,July,7,Q3,2019,30
2019-07-26,July,7,Q3,2019,30
2019-07-27,July,7,Q3,2019,30
2019-07-28,July,7,Q3,2019,30
2019-07-29,July,7,Q3,2019,31
2019-07-30,July,7,Q3,2019,31
2019-07-31,July,7,Q3,2019,31
2019-08-01,August,8,Q3,2019,31
2019-08-02,August,8,Q3,2019,31
2019-08-03,August,8,Q3,2019,31
2019-08-04,August,8,Q3,2019,31
2019-08-05,August,8,Q3,2019,32
2019-08-06,August,8,Q3,2019,32
2019-08-07,August,8,Q3,2019,32
2019-08-08,August,8,Q3,2019,32
2019-08-09,August,8,Q3,2019,32
2019-08-10,August,8,Q3,2019,32
2019-08-11,August,8,Q3,2019,32
2019-08-12,August,8,Q3,2019,33
2019-08-13,August,8,Q3,2019,33
2019-08-14,August,8,Q3,2019,33
2019-08-15,August,8,Q3,2019,33
2019-08-16,August,8,Q3,2019,33
2019-08-17,August,8,Q3,2019,33
2019-08-18,August,8,Q3,2019,33
2019-08-19,August,8,Q3,2019,34
2019-08-20,August,8,Q3,2019,34
2019-08-21,August,8,Q3,2019,34
2019-08-22,August,8,Q3,2019,34
2019-08-23,August,8,Q3,2019,34
2019-08-24,August,8,Q3,2019,34
2019-08-25,August,8,Q3,2019,34
2019-08-26,August,8,Q3,2019,35
2019-08-27,August,8,Q3,2019,35
2019-08-28,August,8,Q3,2019,35
2019-08-29,August,8,Q3,2019,35
2019-08-30,August,8,Q3,2019,35
2019-08-31,August,8,Q3,2019,35
2019-09-01,September,9,Q3,2019,35
2019-09-02,September,9,Q3,2019,36
2019-09-03,September,9,Q3,2019,36
2019-09-04,September,9,Q3,2019,36
2019-09-05,September,9,Q3,2019,36
2019-09-06,September,9,Q3,2019,36
2019-09-07,September,9,Q3,2019,36
2019-09-08,September,9,Q3,2019,36
2019-09-09,September,9,Q3,2019,37
2019-09-10,September,9,Q3,2019,37
2019-09-11,September,9,Q3,2019,37
2019-09-12,September,9,Q3,2019,37
2019-09-13,September,9,Q3,2019,37
2019-09-14,September,9,Q3,2019,37
2019-09-15,September,9,Q3,2019,37
2019-09-16,September,9,Q3,2019,38
2019-09-17,September,9,Q3,2019,38
2019-09-18,September,9,Q3,2019,38
2019-09-19,September,9,Q3,2019,38
2019-09-20,September,9,Q3,2019,38
2019-09-21,September,9,Q3,2019,38
2019-09-22,September,9,Q3,2019,38
2019-09-23,September,9,Q3,2019,39
2019-09-24,September,9,Q3,2019,39
2019-09-25,September,9,Q3,2019,39
2019-09-26,September,9,Q3,2019,39
2019-09-27,September,9,Q3,2019,39
2019-09-28,September,9,Q3,2019,39
2019-09-29,September,9,Q3,2019,39
2019-09-30,September,9,Q3,2019,40
2019-10-01,October,10,Q4,2019,40
2019-10-02,October,10,Q4,2019,40
2019-10-03,October,10,Q4,2019,40
2019-10-04,October,10,Q4,2019,40
2019-10-05,October,10,Q4,2019,40
2019-10-06,October,10,Q4,2019,40
2019-10-07,October,10,Q4,2019,41
2019-10-08,October,10,Q4,2019,41
2019-10-09,October,10,Q4,2019,41
2019-10-10,October,10,Q4,2019,41
2019-10-11,October,10,Q4,2019,41
2019-10-12,October,10,Q4,2019,41
2019-10-13,October,10,Q4,2019,41
2019-10-14,October,10,Q4,2019,42
2019-10-15,October,10,Q4,2019,42
2019-10-16,October,10,Q4,2019,42
2019-10-17,October,10,Q4,2019,42
2019-10-18,October,10,Q4,2019,42
2019-10-19,October,10,Q4,2019,42
2019-10-20,October,10,Q4,2019,42
2019-10-21,October,10,Q4,2019,43
2019-10-22,October,10,Q4,2019,43
2019-10-23,October,10,Q4,2019,43
2019-10-24,October,10,Q4,2019,43
2019-10-25,October,10,Q4,2019,43
2019-10-26,October,10,Q4,2019,43
